economy,wbcodev2,Region,Income group,reportyr,WBL INDEX,GOING PLACES,Can a woman apply for a passport in the same way as a man?,Can a woman legally travel outside the country in the same way as a man?,Can a woman legally travel outside her home in the same way as a man?,Can a woman legally choose where to live in the same way as a man?,STARTING A JOB,Can a woman get a job or pursue a trade or profession in the same way as a man?,Does the law mandate nondiscrimination based on gender in employment?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,GETTING PAID,Does the law mandate equal remuneration for work of equal value?,Can women work the same night hours as men?,"Can women work in jobs deemed hazardous, arduous or morally inappropriate in the same way as men?",Are women able to work in the same industries as men?,GETTING MARRIED,Is a married woman not legally required to obey her husband?,Can a woman be head of household or head of family in the same way as a man?,Is there domestic violence legislation?,Can a woman obtain a judgment of divorce in the same way as a man?,Do women have the same rights to remarry as men?,HAVING CHILDREN,Is there paid leave of at least 14 weeks available to women?,"Does the government pay 100% of maternity leave benefits, or parental leave benefits (where maternity leave is unavailable)?",Is there paid paternity leave?,Is there paid parental leave?,Is dismissal of pregnant workers prohibited?,RUNNING A BUSINESS,Can a woman legally sign a contract in the same way as a man?,Can a woman legally register a business in the same way as a  man?,Can a  woman legally open a bank account in the same way as a man?,Does the law prohibit discrimination by creditors on the basis of sex or gender?,MANAGING ASSETS,Do men and married women have equal ownership rights to property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do female and male surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,GETTING A PENSION,Are the ages at which men and women can retire with full pension benefits equal?,Are the ages at which men and women can retire with partial pension benefits equal?,Is the mandatory retirement age for men and women equal?,Does the law establish explicit pension care credits for periods of childcare?
Samoa,WSM,East Asia & Pacific,Upper middle income,2010,56.88,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Samoa,WSM,East Asia & Pacific,Upper middle income,2011,56.88,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Samoa,WSM,East Asia & Pacific,Upper middle income,2012,56.88,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Samoa,WSM,East Asia & Pacific,Upper middle income,2013,56.88,75,No,Yes,Yes,Yes,25,Yes,No,No,No,25,No,No,No,Yes,80,Yes,Yes,No,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Samoa,WSM,East Asia & Pacific,Upper middle income,2014,73.75,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Samoa,WSM,East Asia & Pacific,Upper middle income,2015,73.75,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Samoa,WSM,East Asia & Pacific,Upper middle income,2016,73.75,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Samoa,WSM,East Asia & Pacific,Upper middle income,2017,73.75,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Samoa,WSM,East Asia & Pacific,Upper middle income,2018,73.75,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,40,No,No,Yes,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No
San MariNo,SMR,Europe & Central Asia,High income,2009,77.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
San MariNo,SMR,Europe & Central Asia,High income,2010,77.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
San MariNo,SMR,Europe & Central Asia,High income,2011,77.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
San MariNo,SMR,Europe & Central Asia,High income,2012,77.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
San MariNo,SMR,Europe & Central Asia,High income,2013,77.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
San MariNo,SMR,Europe & Central Asia,High income,2014,77.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
San MariNo,SMR,Europe & Central Asia,High income,2015,77.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
San MariNo,SMR,Europe & Central Asia,High income,2016,77.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
San MariNo,SMR,Europe & Central Asia,High income,2017,77.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
San MariNo,SMR,Europe & Central Asia,High income,2018,77.5,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,60,Yes,No,Yes,Yes,No,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
São Tomé and Príncipe,STP,Sub-Saharan Africa,Lower middle income,2009,58.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
São Tomé and Príncipe,STP,Sub-Saharan Africa,Lower middle income,2010,58.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,80,Yes,Yes,No,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
São Tomé and Príncipe,STP,Sub-Saharan Africa,Lower middle income,2011,61.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
São Tomé and Príncipe,STP,Sub-Saharan Africa,Lower middle income,2012,61.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
São Tomé and Príncipe,STP,Sub-Saharan Africa,Lower middle income,2013,61.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
São Tomé and Príncipe,STP,Sub-Saharan Africa,Lower middle income,2014,67.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
São Tomé and Príncipe,STP,Sub-Saharan Africa,Lower middle income,2015,67.5,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,Yes,No,No
São Tomé and Príncipe,STP,Sub-Saharan Africa,Lower middle income,2016,76.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
São Tomé and Príncipe,STP,Sub-Saharan Africa,Lower middle income,2017,76.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
São Tomé and Príncipe,STP,Sub-Saharan Africa,Lower middle income,2018,76.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,0,No,No,No,No,100,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,No,No,No,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Saudi Arabia,SAU,Middle East & North Africa,High income,2009,23.13,0,No,No,No,No,25,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Saudi Arabia,SAU,Middle East & North Africa,High income,2010,23.13,0,No,No,No,No,25,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Saudi Arabia,SAU,Middle East & North Africa,High income,2011,23.13,0,No,No,No,No,25,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Saudi Arabia,SAU,Middle East & North Africa,High income,2012,23.13,0,No,No,No,No,25,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Saudi Arabia,SAU,Middle East & North Africa,High income,2013,23.13,0,No,No,No,No,25,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Saudi Arabia,SAU,Middle East & North Africa,High income,2014,23.13,0,No,No,No,No,25,Yes,No,No,No,0,No,No,No,No,0,No,No,No,No,No,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Saudi Arabia,SAU,Middle East & North Africa,High income,2015,25.63,0,No,No,No,No,25,Yes,No,No,No,0,No,No,No,No,20,No,No,Yes,No,No,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Saudi Arabia,SAU,Middle East & North Africa,High income,2016,25.63,0,No,No,No,No,25,Yes,No,No,No,0,No,No,No,No,20,No,No,Yes,No,No,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Saudi Arabia,SAU,Middle East & North Africa,High income,2017,25.63,0,No,No,No,No,25,Yes,No,No,No,0,No,No,No,No,20,No,No,Yes,No,No,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Saudi Arabia,SAU,Middle East & North Africa,High income,2018,25.63,0,No,No,No,No,25,Yes,No,No,No,0,No,No,No,No,20,No,No,Yes,No,No,20,No,No,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Senegal,SEN,Sub-Saharan Africa,Low income,2009,63.75,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,60,Yes,No,Yes,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
Senegal,SEN,Sub-Saharan Africa,Low income,2010,63.75,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,60,Yes,No,Yes,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
Senegal,SEN,Sub-Saharan Africa,Low income,2011,63.75,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,60,Yes,No,Yes,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
Senegal,SEN,Sub-Saharan Africa,Low income,2012,63.75,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,60,Yes,No,Yes,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
Senegal,SEN,Sub-Saharan Africa,Low income,2013,63.75,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,60,Yes,No,Yes,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
Senegal,SEN,Sub-Saharan Africa,Low income,2014,63.75,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,60,Yes,No,Yes,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
Senegal,SEN,Sub-Saharan Africa,Low income,2015,63.75,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,60,Yes,No,Yes,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
Senegal,SEN,Sub-Saharan Africa,Low income,2016,63.75,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,60,Yes,No,Yes,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
Senegal,SEN,Sub-Saharan Africa,Low income,2017,63.75,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,60,Yes,No,Yes,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
Senegal,SEN,Sub-Saharan Africa,Low income,2018,63.75,75,Yes,Yes,Yes,No,75,Yes,No,Yes,Yes,25,No,Yes,No,No,60,Yes,No,Yes,Yes,No,60,Yes,Yes,Yes,No,No,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,100,Yes,Yes,Yes,Yes
Serbia,SRB,Europe & Central Asia,Upper middle income,2009,90.63,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Serbia,SRB,Europe & Central Asia,Upper middle income,2010,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Serbia,SRB,Europe & Central Asia,Upper middle income,2011,96.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Serbia,SRB,Europe & Central Asia,Upper middle income,2012,96.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Serbia,SRB,Europe & Central Asia,Upper middle income,2013,96.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Serbia,SRB,Europe & Central Asia,Upper middle income,2014,96.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Serbia,SRB,Europe & Central Asia,Upper middle income,2015,96.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Serbia,SRB,Europe & Central Asia,Upper middle income,2016,96.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Serbia,SRB,Europe & Central Asia,Upper middle income,2017,96.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Serbia,SRB,Europe & Central Asia,Upper middle income,2018,96.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,No,Yes,Yes,Yes
Seychelles,SYC,Sub-Saharan Africa,High income,2009,73.75,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Seychelles,SYC,Sub-Saharan Africa,High income,2010,73.75,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Seychelles,SYC,Sub-Saharan Africa,High income,2011,73.75,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Seychelles,SYC,Sub-Saharan Africa,High income,2012,73.75,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Seychelles,SYC,Sub-Saharan Africa,High income,2013,73.75,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Seychelles,SYC,Sub-Saharan Africa,High income,2014,73.75,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Seychelles,SYC,Sub-Saharan Africa,High income,2015,73.75,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Seychelles,SYC,Sub-Saharan Africa,High income,2016,73.75,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,60,Yes,Yes,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Seychelles,SYC,Sub-Saharan Africa,High income,2017,76.25,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Seychelles,SYC,Sub-Saharan Africa,High income,2018,76.25,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,Yes,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2009,63.13,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2010,63.13,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2011,63.13,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2012,63.13,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2013,63.13,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2014,63.13,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2015,63.13,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2016,63.13,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2017,63.13,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,0,No,No,No,No,No,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
